1,1,1
2,6,1
3,1,3
1,5,1
4,2,2
5,5,1
6,6,3
5,5,2
2,3,1
2,1,1
2,5,2
2,1,1
2,4,1
2,6,1
7,4,2
7,4,1
8,3,3
9,4,1
5,1,1
10,2,3
11,5,3
9,6,2
6,6,2
6,4,3
6,2,1
6,3,3
6,1,1
6,4,2
12,6,1
7,5,2
7,5,3
7,1,2
7,5,3
7,5,1
7,5,2
13,5,3
9,6,3
14,3,1
15,1,1
11,1,3
16,5,3
6,3,3
17,1,3
3,6,2
3,1,1
3,1,1
3,4,1
3,2,3
3,6,1
18,5,1
19,3,2
8,2,1
20,4,1
8,3,2
21,2,2
1,1,2
14,5,1
14,5,2
14,6,1
14,4,3
14,3,1
14,2,3
22,5,2
23,1,1
4,1,2
24,1,2
25,3,1
26,1,3
27,2,2
5,4,2
28,2,3
29,6,2
18,4,3
18,2,2
18,4,2
18,1,3
18,3,3
18,6,3
30,3,3
19,2,1
31,1,3
3,5,1
4,5,2
4,3,3
4,5,2
4,6,2
4,4,2
4,3,2
32,3,3
33,3,1
27,3,1
34,1,3
33,1,3
21,5,2
21,2,3
21,6,3
21,1,3
21,2,2
21,4,1
35,5,2
36,4,2
8,4,3
37,3,1
15,6,2
38,4,2
39,6,1
1,5,2
29,4,2
29,6,2
29,5,1
29,3,1
29,3,1
29,2,2
40,2,3
31,3,2
41,6,2
42,3,1
18,4,3
43,6,2
17,4,1
37,4,1
37,4,1
37,4,3
37,4,2
37,5,3
37,3,1
44,3,1
34,4,1
36,1,3
36,2,1
36,6,2
36,5,2
36,1,3
36,4,1
45,6,3
46,3,2
14,1,3
9,4,1
9,6,1
9,1,2
9,2,2
9,1,3
9,6,3
47,3,1
48,5,3
44,2,1
49,3,3
50,2,2
13,1,2
51,5,3
52,4,1
53,1,2
54,5,3
55,1,2
50,6,1
56,3,1
57,5,1
58,5,3
11,4,2
59,2,3
60,5,2
14,2,3
61,2,2
62,2,3
11,1,1
63,6,3
64,6,2
65,4,3
13,6,2
66,6,2
17,2,1
67,3,3
62,2,2
68,5,1
7,2,2
69,3,3
70,3,1
71,1,2
72,6,2
63,2,2
1,6,2
1,2,1
1,6,3
1,6,3
1,6,1
1,6,2
73,6,3
74,2,1
49,4,1
75,1,1
32,2,2
32,5,3
32,5,1
32,3,3
32,5,1
32,5,2
76,4,2
77,3,3
78,5,3
79,4,2
80,2,1
22,4,3
34,1,1
34,4,2
34,5,3
34,2,1
34,4,3
34,3,2
81,6,2
38,6,1
82,4,3
83,3,2
60,1,1
84,4,1
85,3,3
86,3,2
68,6,3
87,6,2
88,1,1
89,2,2
70,5,2
70,5,2
70,5,3
70,1,2
70,4,1
70,3,2
90,3,3
91,6,2
92,2,3
57,2,2
57,3,2
57,3,1
57,5,3
57,2,2
57,2,1
93,6,3
94,3,1
50,3,1
95,6,2
96,1,3
97,1,3
98,2,2
58,6,1
58,2,2
58,3,1
58,2,1
58,4,3
58,5,2
99,3,3
100,3,1
101,5,3
44,3,1
102,6,2
103,2,1
84,4,3
104,4,3
56,2,2
105,4,2
106,4,2
102,2,1
107,4,1
108,5,3
49,6,3
109,5,2
52,5,1
110,4,1
35,4,1
35,1,3
35,6,3
35,1,3
35,5,3
35,3,3
111,5,3
72,3,3
72,5,2
72,6,1
72,4,2
72,2,3
72,2,2
112,2,3
81,3,1
113,3,3
21,4,3
114,2,1
50,3,2
115,2,2
70,6,2
116,3,3
117,1,3
86,4,2
86,6,2
86,6,3
86,5,2
86,1,1
86,6,2
118,4,1
119,6,3
32,1,2
50,6,2
50,4,3
50,6,2
50,5,1
50,3,2
50,2,1
120,5,1
71,2,1
121,5,3
122,3,1
62,4,3
116,2,2
116,5,1
116,4,1
116,5,1
116,3,3
116,3,3
123,1,1
52,3,2
124,5,2
4,1,1
125,3,2
126,3,3
127,2,1
24,6,3
67,2,1
67,4,3
67,5,3
67,3,2
67,5,1
67,6,1
128,5,2
23,2,2
23,6,2
23,4,3
23,5,3
23,1,3
23,5,3
129,5,1
26,3,3
130,4,1
131,6,2
71,5,2
90,1,1
90,2,1
90,4,2
90,4,3
90,3,1
90,3,2
132,1,3
43,1,2
133,3,1
94,3,2
134,1,1
34,6,2
66,2,3
66,2,1
66,4,2
66,3,1
66,1,2
66,2,1
135,1,2
116,3,2
136,2,1
58,5,3
137,1,1
138,1,1
139,6,1
29,2,1
140,4,2
141,4,3
89,2,2
142,4,2
143,1,2
46,5,2
144,3,2
50,4,3
145,4,2
146,1,1
122,5,2
65,5,1
65,1,1
65,4,3
65,4,3
65,1,1
65,1,1
147,5,1
38,3,2
148,4,3
24,1,1
127,5,3
127,5,3
127,1,1
127,1,3
127,1,2
127,2,1
149,5,3
150,1,2
31,3,2
151,3,1
123,3,2
152,3,3
12,4,1
153,6,2
154,2,2
109,4,1
16,3,2
16,1,2
16,3,2
16,2,2
16,1,3
16,5,3
155,4,3
103,2,3
156,6,2
157,4,1
47,1,2
158,2,1
76,6,3
159,2,3
38,6,1
160,3,2
161,6,3
115,4,1
162,3,1
66,6,3
66,2,3
66,4,3
66,6,2
66,2,2
66,5,2
163,6,1
164,4,1
165,1,3
137,3,1
166,3,1
52,1,1
144,4,2
144,1,1
144,1,1
144,4,2
144,6,1
144,5,1
167,4,1
168,6,3
169,5,1
14,3,1
170,3,1
141,5,2
171,5,2
172,2,3
173,4,3
68,1,2
174,5,1
175,1,2
176,2,1
177,3,1
178,3,1
80,1,1
179,3,2
105,6,2
98,6,1
98,5,2
98,4,3
98,5,3
98,5,1
98,4,1
180,4,2
172,2,2
172,5,1
172,4,2
172,6,3
172,1,1
172,5,3
181,4,1
120,2,1
69,3,1
69,6,3
69,5,1
69,2,3
69,5,1
69,1,1
182,1,2
120,4,3
183,6,1
141,1,1
184,2,3
117,6,2
185,3,3
186,3,3
52,2,2
52,5,2
52,1,1
52,6,2
52,6,2
52,5,1
187,4,1
79,6,1
188,2,1
189,1,2
83,4,3
190,5,3
135,2,3
191,4,3
192,3,3
142,4,3
142,3,1
142,3,2
142,2,1
142,1,3
142,1,3
193,4,1
194,2,2
195,3,1
168,1,3
196,2,2
197,5,2
30,4,1
198,1,1
199,6,3
106,4,2
200,5,3
201,3,3
202,3,2
97,4,2
203,6,2
84,6,2
204,4,3
205,5,1
146,4,1
167,2,1
167,2,3
167,5,1
167,5,3
167,6,3
167,5,3
206,1,3
60,4,1
60,6,3
60,2,2
60,2,2
60,5,3
60,4,1
207,3,1
89,4,3
208,2,2
108,4,2
209,2,3
210,6,2
211,4,1
1,3,2
212,6,3
81,4,3
213,5,3
54,1,3
214,3,2
73,4,3
215,1,1
216,5,2
217,2,1
218,4,3
9,5,2
193,5,1
193,2,3
193,3,2
193,1,3
193,2,2
193,1,3
219,2,2
23,1,3
193,3,3
193,6,2
193,2,2
193,1,3
193,2,1
193,1,2
220,6,3
47,6,2
221,6,3
149,6,3
216,2,2
216,6,3
216,2,3
216,3,2
216,1,1
216,3,3
