1,1,1
2,4,2
1,6,1
3,3,3
4,2,3
5,6,3
6,6,3
1,3,3
7,1,1
8,1,2
9,3,3
7,2,1
10,1,1
11,2,1
10,1,2
12,5,1
9,5,2
13,1,3
14,5,1
15,6,3
8,1,1
16,2,3
16,1,2
17,2,3
18,6,2
7,1,3
19,5,3
20,4,3
21,2,1
19,1,3
22,4,2
5,5,3
23,5,3
9,4,3
24,2,1
21,3,2
25,1,1
5,4,1
26,1,2
27,4,3
27,6,2
28,5,1
26,4,3
29,3,2
22,4,2
30,3,2
31,3,2
32,5,3
33,2,3
34,6,2
21,5,2
35,3,1
36,3,2
37,1,2
20,2,2
38,1,2
39,5,3
40,4,1
7,1,1
41,3,1
42,2,3
6,2,2
43,5,1
6,4,3
44,6,3
45,5,2
39,4,2
46,1,2
10,6,2
47,3,3
12,1,2
48,5,2
49,5,3
50,4,2
51,4,2
43,5,3
52,4,3
36,3,1
53,3,3
54,5,2
55,2,3
30,3,3
56,1,2
57,1,1
58,4,2
52,3,1
59,4,2
50,1,1
60,6,2
31,1,2
61,5,3
62,1,3
30,5,3
63,4,2
4,5,1
64,4,1
43,1,1
65,3,3
66,6,1
18,1,1
67,3,1
68,5,3
69,2,1
6,5,3
70,2,2
47,1,2
71,4,2
59,2,1
72,3,2
68,4,2
73,4,1
7,6,2
74,6,3
75,2,2
23,3,3
76,3,3
75,1,1
77,1,1
78,2,3
5,5,1
79,4,2
13,5,2
80,4,1
39,4,3
81,3,1
16,2,3
82,1,3
83,6,1
83,3,1
84,4,1
85,1,2
23,5,1
86,1,3
47,3,1
87,4,1
88,1,2
39,3,3
89,1,2
14,6,3
90,4,3
37,1,3
91,5,3
31,1,1
92,3,1
51,6,2
93,4,3
89,6,2
94,5,3
78,1,3
95,6,3
96,6,1
97,5,1
15,4,3
98,6,2
28,6,1
99,1,3
3,3,1
100,4,1
101,6,1
73,5,2
102,6,3
103,1,1
84,3,1
104,3,3
105,4,3
39,4,1
106,5,1
107,4,2
108,2,1
10,4,3
109,6,2
48,3,3
110,3,1
95,3,3
111,6,3
112,4,3
68,4,1
113,6,2
114,1,1
115,5,2
116,3,2
15,4,1
117,2,2
118,4,3
110,1,1
119,3,2
120,1,3
94,6,1
121,2,2
17,1,3
122,1,1
104,2,3
123,5,2
124,3,3
125,4,3
6,5,2
126,5,3
3,5,3
127,4,1
54,3,1
128,3,2
129,6,1
130,2,2
131,2,2
84,2,1
132,1,3
116,3,1
133,5,2
10,4,2
134,2,2
132,2,3
135,2,3
136,1,3
98,3,1
137,5,2
75,1,2
138,2,1
64,3,1
139,4,1
138,4,3
140,5,1
141,2,1
142,6,1
124,1,2
143,5,1
144,3,1
93,1,3
145,6,1
120,5,2
146,5,3
101,3,3
147,4,2
121,2,2
148,6,2
74,6,1
149,2,3
113,2,1
150,1,1
151,3,3
152,1,1
153,4,2
154,3,3
155,4,2
156,5,3
157,1,2
148,3,2
158,5,1
159,6,1
144,2,1
160,5,1
88,3,1
161,2,3
162,5,2
163,5,2
164,1,3
165,4,3
166,1,3
137,3,1
167,6,1
168,4,2
169,3,3
170,1,1
119,5,3
171,4,3
71,3,1
172,6,3
86,4,1
173,3,3
174,5,2
175,4,3
176,6,1
117,4,2
177,3,2
178,5,3
179,4,3
180,4,2
131,5,3
181,3,2
67,3,1
182,4,2
183,4,1
184,6,1
185,4,3
186,3,3
84,5,2
187,1,3
184,1,1
188,4,2
9,2,1
189,5,3
190,2,2
70,5,1
191,2,3
15,3,2
192,5,3
193,2,2
22,2,3
194,2,2
195,1,3
150,1,3
196,3,1
39,1,2
197,3,3
104,3,1
198,2,2
199,4,1
200,5,1
40,3,2
201,1,3
33,4,3
202,6,2
203,6,1
204,5,2
66,3,2
205,6,2
206,6,3
166,4,1
207,2,2
158,2,3
208,3,3
209,2,3
60,1,3
210,3,2
211,3,2
212,4,1
213,2,3
39,6,1
214,1,1
55,2,2
215,4,3
216,4,3
217,4,3
165,5,1
218,1,3
219,1,1
220,6,2
221,3,1
176,4,1
222,4,3
169,5,1
223,3,3
224,5,3
113,1,2
225,4,3
222,5,1
226,5,3
227,5,3
228,2,2
229,1,3
230,4,2
115,5,1
231,1,2
168,2,1
232,1,2
233,6,3
234,2,3
7,1,1
235,3,3
147,1,2
236,1,2
237,6,2
238,4,1
44,1,3
239,5,3
240,6,3
144,2,2
241,2,2
135,4,2
242,4,1
175,2,3
243,1,1
32,1,3
244,1,3
245,1,3
183,4,1
246,3,2
160,3,1
247,5,2
70,2,2
248,6,2
249,5,1
250,2,3
94,3,2
251,6,3
252,2,1
253,4,3
254,4,3
15,6,1
255,5,2
43,6,1
256,1,3
257,6,1
51,5,1
258,2,3
259,6,2
260,5,1
88,4,1
261,3,2
262,1,2
5,4,1
263,3,1
264,6,2
56,5,2
265,6,2
266,5,1
28,6,2
267,1,3
268,2,1
59,5,3
269,6,1
262,2,3
270,2,3
271,2,1
272,1,3
177,2,1
273,5,3
158,1,2
274,4,2
43,5,2
275,5,1
26,5,2
276,5,2
277,6,3
118,4,1
278,2,2
227,2,3
279,1,2
67,5,2
280,4,1
281,6,3
282,1,3
93,4,2
283,3,2
284,5,2
285,3,2
286,5,3
287,1,2
230,5,3
